,Unnamed: 0,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day,Unnamed: 24,BCFG,BR,DZ,FG,FG+,FU,GR,HZ,MIFG,RA,SN,SQ,TS,TSRA,VCFG,VCTS
336,338,1.0,2007-10-17,72.0,47.0,60.0,8.0,53.0,57.0,5.0,0.0,0606,1707,RA HZ,0.0,0.04,29.07,29.83,9.3,14.0,9.8,2007,10,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
338,340,1.0,2007-10-18,78.0,59.0,69.0,18.0,56.0,61.0,0.0,4.0,0607,1706,RA BR,0.0,0.3,28.59,29.34,17.2,19.0,18.9,2007,10,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
340,342,1.0,2007-10-19,60.0,52.0,56.0,5.0,48.0,52.0,9.0,0.0,0608,1704,RA BR,0.0,0.01,28.75,29.44,16.2,24.0,16.7,2007,10,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
342,344,1.0,2007-10-20,73.0,47.0,60.0,10.0,43.0,52.0,5.0,0.0,0610,1703, ,0.0,0.0,29.02,29.71,10.9,21.0,12.0,2007,10,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,346,1.0,2007-10-21,80.0,60.0,70.0,20.0,47.0,57.0,0.0,5.0,0611,1701, ,0.0,0.0,29.08,29.78,18.0,20.0,18.2,2007,10,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,348,1.0,2007-10-22,67.0,46.0,57.0,7.0,47.0,50.0,8.0,0.0,0612,1660,RA DZ BR,0.0,0.16,29.26,29.97,5.2,36.0,9.2,2007,10,22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
348,350,1.0,2007-10-23,58.0,43.0,51.0,2.0,36.0,44.0,14.0,0.0,0613,1658, ,0.0,0.0,29.2,29.93,5.2,31.0,8.2,2007,10,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,352,1.0,2007-10-24,55.0,43.0,49.0,0.0,35.0,42.0,16.0,0.0,0614,1657, ,0.0,0.0,29.46,30.16,13.3,2.0,14.5,2007,10,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,354,1.0,2007-10-25,55.0,45.0,50.0,2.0,39.0,46.0,15.0,0.0,0616,1656,RA,0.0,0.1,29.47,30.2,13.9,6.0,14.1,2007,10,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
354,356,1.0,2007-10-26,65.0,53.0,59.0,11.0,48.0,52.0,6.0,0.0,0617,1654,RA BR,0.0,0.33,29.31,30.07,6.2,5.0,6.9,2007,10,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
356,358,1.0,2007-10-27,55.0,37.0,46.0,-2.0,38.0,45.0,19.0,0.0,0618,1653,RA BR,0.0,0.01,29.56,30.25,9.4,32.0,9.9,2007,10,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
358,360,1.0,2007-10-28,56.0,34.0,45.0,-2.0,30.0,39.0,20.0,0.0,0619,1651, ,0.0,0.0,29.79,30.52,3.4,23.0,4.2,2007,10,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,362,1.0,2007-10-29,61.0,39.0,50.0,3.0,32.0,42.0,15.0,0.0,0620,1650, ,0.0,0.0,29.63,30.4,10.2,22.0,10.4,2007,10,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,364,1.0,2007-10-30,66.0,41.0,54.0,8.0,38.0,46.0,11.0,0.0,0622,1649, ,0.0,0.0,29.43,30.2,12.2,20.0,12.5,2007,10,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,366,1.0,2007-10-31,62.0,41.0,52.0,6.0,37.0,46.0,13.0,0.0,0623,1647, ,0.0,0.0,29.3,30.02,12.2,25.0,14.3,2007,10,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,736,1.0,2009-05-01,60.0,46.0,53.0,0.0,40.0,47.0,12.0,0.0,0448,1849,RA,0.0,0.02,29.26,29.98,8.4,29.0,8.5,2009,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
734,738,1.0,2009-05-02,66.0,44.0,55.0,1.0,33.0,45.0,10.0,0.0,0447,1850, ,0.0,0.0,29.21,29.94,8.8,26.0,9.2,2009,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,740,1.0,2009-05-03,70.0,43.0,57.0,3.0,34.0,47.0,8.0,0.0,0446,1851, ,0.0,0.0,29.19,29.92,3.9,26.0,4.9,2009,5,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,742,1.0,2009-05-04,70.0,43.0,57.0,3.0,34.0,47.0,8.0,0.0,0444,1852, ,0.0,0.0,29.31,30.02,6.5,9.0,7.6,2009,5,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,744,1.0,2009-05-05,71.0,49.0,60.0,5.0,40.0,50.0,5.0,0.0,0443,1853, ,0.0,0.0,29.22,29.95,5.5,13.0,6.0,2009,5,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,746,1.0,2009-05-06,75.0,51.0,63.0,8.0,51.0,55.0,2.0,0.0,0442,1855,RA BR,0.0,0.67,29.05,29.79,6.5,19.0,8.1,2009,5,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
744,748,1.0,2009-05-07,77.0,56.0,67.0,12.0,52.0,57.0,0.0,2.0,0441,1856,RA BR HZ,0.0,0.19,29.01,29.73,8.5,25.0,10.3,2009,5,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
746,750,1.0,2009-05-08,77.0,53.0,65.0,9.0,53.0,58.0,0.0,0.0,0439,1857,TSRA RA,0.0,0.02,28.94,29.68,4.9,21.0,6.0,2009,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
748,752,1.0,2009-05-09,63.0,46.0,55.0,-1.0,44.0,48.0,10.0,0.0,0438,1858, ,0.0,0.1,29.19,29.87,6.8,29.0,11.8,2009,5,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,754,1.0,2009-05-10,67.0,40.0,54.0,-2.0,39.0,46.0,11.0,0.0,0437,1859, ,0.0,0.0,29.41,30.11,4.7,30.0,8.4,2009,5,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,756,1.0,2009-05-11,61.0,39.0,50.0,-7.0,35.0,44.0,15.0,0.0,0436,1860, ,0.0,0.0,29.47,30.2,0.7,8.0,4.6,2009,5,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,758,1.0,2009-05-12,71.0,39.0,55.0,-2.0,34.0,47.0,10.0,0.0,0435,1901, ,0.0,0.0,29.38,30.13,9.5,16.0,9.6,2009,5,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,760,1.0,2009-05-13,70.0,53.0,62.0,4.0,56.0,58.0,3.0,0.0,0434,1902,TSRA RA BR,0.0,0.55,29.01,29.76,14.4,19.0,16.4,2009,5,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
758,762,1.0,2009-05-14,68.0,53.0,61.0,3.0,44.0,52.0,4.0,0.0,0433,1903, ,0.0,0.0,29.31,30.0,10.5,27.0,10.7,2009,5,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,764,1.0,2009-05-15,61.0,52.0,57.0,-1.0,51.0,54.0,8.0,0.0,0432,1904,RA BR,0.0,0.39,29.28,30.0,6.0,16.0,8.8,2009,5,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
762,766,1.0,2009-05-16,62.0,45.0,54.0,-5.0,40.0,49.0,11.0,0.0,0431,1905,BR,0.0,0.0,29.36,30.05,11.0,29.0,12.5,2009,5,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,768,1.0,2009-05-17,63.0,39.0,51.0,-8.0,27.0,42.0,14.0,0.0,0430,1906, ,0.0,0.0,29.6,30.32,0.2,33.0,6.2,2009,5,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,770,1.0,2009-05-18,66.0,40.0,53.0,-7.0,33.0,45.0,12.0,0.0,0429,1907, ,0.0,0.1,29.54,30.29,9.6,19.0,9.9,2009,5,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,772,1.0,2009-05-19,80.0,52.0,66.0,6.0,44.0,55.0,0.0,1.0,0428,1908, ,0.0,0.0,29.48,30.21,13.5,21.0,13.8,2009,5,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,774,1.0,2009-05-20,84.0,61.0,73.0,12.0,44.0,57.0,0.0,8.0,0427,1909, ,0.0,0.0,29.4,30.13,14.4,20.0,14.6,2009,5,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,776,1.0,2009-05-21,84.0,60.0,72.0,11.0,49.0,59.0,0.0,7.0,0426,1910, ,0.0,0.0,29.38,30.09,7.8,23.0,12.8,2009,5,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,778,1.0,2009-05-22,69.0,53.0,61.0,0.0,46.0,53.0,4.0,0.0,0425,1911, ,0.0,0.0,29.46,30.18,10.4,4.0,10.7,2009,5,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,780,1.0,2009-05-23,80.0,50.0,65.0,4.0,50.0,57.0,0.0,0.0,0425,1912, ,0.0,0.0,29.33,30.06,4.5,7.0,5.7,2009,5,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,782,1.0,2009-05-24,71.0,55.0,63.0,1.0,46.0,53.0,2.0,0.0,0424,1913, ,0.0,0.0,29.34,30.07,10.4,4.0,11.0,2009,5,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,784,1.0,2009-05-25,67.0,54.0,61.0,-1.0,43.0,51.0,4.0,0.0,0423,1914,RA DZ,0.0,0.04,29.28,30.02,10.3,6.0,10.8,2009,5,25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
782,786,1.0,2009-05-26,74.0,53.0,64.0,2.0,51.0,55.0,1.0,0.0,0422,1915,TSRA RA BR,0.0,1.73,29.08,29.82,7.5,5.0,7.8,2009,5,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
784,788,1.0,2009-05-27,73.0,55.0,64.0,2.0,58.0,60.0,1.0,0.0,0422,1916,DZ BR HZ,0.0,0.02,28.95,29.68,3.6,24.0,7.2,2009,5,27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,790,1.0,2009-05-28,62.0,54.0,58.0,-5.0,51.0,54.0,7.0,0.0,0421,1916, ,0.0,0.0,29.06,29.76,6.8,30.0,8.1,2009,5,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,792,1.0,2009-05-29,74.0,50.0,62.0,-2.0,49.0,55.0,3.0,0.0,0421,1917, ,0.0,0.1,29.17,29.88,2.7,32.0,6.9,2009,5,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,794,1.0,2009-05-30,79.0,50.0,65.0,1.0,46.0,54.0,0.0,0.0,0420,1918,RA,0.0,0.1,29.09,29.81,2.9,27.0,6.8,2009,5,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
792,796,1.0,2009-05-31,73.0,45.0,59.0,-5.0,41.0,50.0,6.0,0.0,0420,1919, ,0.0,0.0,29.21,29.94,2.7,10.0,4.6,2009,5,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,798,1.0,2009-06-01,78.0,51.0,65.0,1.0,53.0,57.0,0.0,0.0,0419,1920,TSRA RA,0.0,0.44,29.19,29.89,1.2,34.0,11.1,2009,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
796,800,1.0,2009-06-02,60.0,48.0,54.0,-10.0,46.0,50.0,11.0,0.0,0419,1920,RA BR,0.0,0.12,29.36,30.09,7.4,3.0,8.0,2009,6,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
798,802,1.0,2009-06-03,61.0,43.0,52.0,-12.0,39.0,46.0,13.0,0.0,0418,1921, ,0.0,0.0,29.42,30.15,10.5,4.0,10.7,2009,6,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,804,1.0,2009-06-04,68.0,42.0,55.0,-9.0,37.0,48.0,10.0,0.0,0418,1922, ,0.0,0.0,29.31,30.05,4.7,4.0,5.9,2009,6,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,806,1.0,2009-06-05,79.0,44.0,62.0,-3.0,44.0,54.0,3.0,0.0,0417,1923, ,0.0,0.0,29.18,29.91,5.8,26.0,6.7,2009,6,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,808,1.0,2009-06-06,63.0,51.0,57.0,-9.0,45.0,50.0,8.0,0.0,0417,1923, ,0.0,0.02,29.2,29.93,6.2,5.0,7.7,2009,6,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,810,1.0,2009-06-07,73.0,52.0,63.0,-3.0,53.0,57.0,2.0,0.0,0417,1924,BR,0.0,0.04,29.14,29.87,2.7,8.0,6.9,2009,6,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,812,1.0,2009-06-08,80.0,52.0,66.0,0.0,60.0,63.0,0.0,1.0,0417,1925,TSRA RA BR,0.0,0.45,29.06,29.77,5.9,24.0,9.2,2009,6,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
810,814,1.0,2009-06-09,67.0,55.0,61.0,-5.0,53.0,56.0,4.0,0.0,0416,1925,DZ BR,0.0,0.1,29.23,29.94,4.0,6.0,6.3,2009,6,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,816,1.0,2009-06-10,67.0,54.0,61.0,-6.0,49.0,53.0,4.0,0.0,0416,1926,RA,0.0,0.01,29.15,29.89,8.0,5.0,8.7,2009,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
814,818,1.0,2009-06-11,64.0,53.0,59.0,-8.0,51.0,54.0,6.0,0.0,0416,1926,RA HZ,0.0,0.01,29.11,29.83,10.2,3.0,10.3,2009,6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
816,820,1.0,2009-06-12,74.0,49.0,62.0,-6.0,49.0,55.0,3.0,0.0,0416,1927,RA,0.0,0.1,29.24,29.95,4.4,7.0,5.8,2009,6,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
818,822,1.0,2009-06-13,68.0,54.0,61.0,-7.0,51.0,55.0,4.0,0.0,0416,1927,RA BR,0.0,0.33,29.28,30.0,5.9,5.0,6.7,2009,6,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820,824,1.0,2009-06-14,77.0,51.0,64.0,-4.0,48.0,57.0,1.0,0.0,0416,1928, ,0.0,0.0,29.29,30.01,4.5,4.0,4.7,2009,6,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,826,1.0,2009-06-15,81.0,53.0,67.0,-1.0,49.0,58.0,0.0,2.0,0416,1928, ,0.0,0.0,29.28,30.01,5.5,9.0,6.4,2009,6,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,828,1.0,2009-06-16,71.0,59.0,65.0,-4.0,55.0,60.0,0.0,0.0,0416,1929,RA BR,0.0,1.23,29.15,29.89,11.2,10.0,11.8,2009,6,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
826,830,1.0,2009-06-17,71.0,61.0,66.0,-3.0,59.0,62.0,0.0,1.0,0416,1929,BR HZ,0.0,0.0,29.16,29.88,3.0,36.0,6.2,2009,6,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,834,1.0,2009-06-19,86.0,65.0,76.0,6.0,67.0,69.0,0.0,11.0,0416,1930,TS TSRA BR,0.0,3.97,28.97,29.7,7.2,18.0,11.6,2009,6,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
831,836,1.0,2009-06-20,87.0,68.0,78.0,8.0,65.0,70.0,0.0,13.0,0416,1930, ,0.0,0.0,29.08,29.76,8.3,29.0,8.6,2009,6,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,838,1.0,2009-06-21,84.0,70.0,77.0,7.0,63.0,68.0,0.0,12.0,0416,1930, ,0.0,0.01,29.12,29.82,2.8,7.0,3.9,2009,6,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,840,1.0,2009-06-22,89.0,68.0,79.0,9.0,67.0,71.0,0.0,14.0,0417,1931,TSRA RA,0.0,0.09,29.09,29.79,4.0,11.0,5.6,2009,6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
837,842,1.0,2009-06-23,94.0,71.0,83.0,13.0,69.0,73.0,0.0,18.0,0417,1931, ,0.0,0.0,29.16,29.87,1.8,14.0,3.5,2009,6,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,844,1.0,2009-06-24,94.0,75.0,85.0,14.0,68.0,73.0,0.0,20.0,0417,1931,TSRA,0.0,0.04,29.16,29.87,1.9,22.0,5.8,2009,6,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
841,846,1.0,2009-06-25,94.0,75.0,85.0,14.0,69.0,73.0,0.0,20.0,0417,1931, ,0.0,0.1,29.08,29.8,2.4,32.0,4.9,2009,6,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,850,1.0,2009-06-27,89.0,62.0,76.0,5.0,61.0,67.0,0.0,11.0,0418,1931,TS RA,0.0,0.3,29.1,29.82,5.1,21.0,6.9,2009,6,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
846,852,1.0,2009-06-28,83.0,66.0,75.0,4.0,53.0,62.0,0.0,10.0,0419,1931, ,0.0,0.0,29.0,29.73,13.2,29.0,13.6,2009,6,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,854,1.0,2009-06-29,77.0,63.0,70.0,-1.0,54.0,61.0,0.0,5.0,0419,1931, ,0.0,0.0,28.89,29.6,12.2,30.0,12.7,2009,6,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,856,1.0,2009-06-30,66.0,59.0,63.0,-9.0,53.0,57.0,2.0,0.0,0419,1931, ,0.0,0.0,28.95,29.65,8.9,30.0,9.1,2009,6,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,858,1.0,2009-07-01,65.0,57.0,61.0,-11.0,52.0,56.0,4.0,0.0,0420,1931,RA DZ,0.0,0.1,29.07,29.77,8.2,32.0,8.7,2009,7,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
854,860,1.0,2009-07-02,73.0,59.0,66.0,-6.0,54.0,60.0,0.0,1.0,0420,1931, ,0.0,0.0,29.26,29.95,8.4,31.0,8.8,2009,7,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,862,1.0,2009-07-03,79.0,63.0,71.0,-1.0,56.0,62.0,0.0,6.0,0421,1931, ,0.0,0.0,29.36,30.06,1.2,34.0,5.8,2009,7,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,864,1.0,2009-07-04,69.0,59.0,64.0,-8.0,58.0,61.0,1.0,0.0,0422,1930,RA BR FU,0.0,0.2,29.26,29.99,1.8,13.0,3.8,2009,7,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
860,866,1.0,2009-07-05,81.0,57.0,69.0,-3.0,58.0,63.0,0.0,4.0,0422,1930,RA BR HZ,0.0,0.05,29.2,29.92,0.7,34.0,2.4,2009,7,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
862,868,1.0,2009-07-06,86.0,60.0,73.0,1.0,54.0,62.0,0.0,8.0,0423,1930, ,0.0,0.0,29.14,29.86,7.5,31.0,7.8,2009,7,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,870,1.0,2009-07-07,77.0,59.0,68.0,-4.0,54.0,60.0,0.0,3.0,0423,1930,RA,0.0,0.1,29.18,29.89,5.9,7.0,7.0,2009,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
866,872,1.0,2009-07-08,65.0,61.0,63.0,-10.0,56.0,59.0,2.0,0.0,0424,1929,RA,0.0,0.06,29.28,29.99,6.8,6.0,7.0,2009,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
868,874,1.0,2009-07-09,79.0,59.0,69.0,-4.0,57.0,63.0,0.0,4.0,0425,1929, ,0.0,0.0,29.35,30.07,5.8,11.0,6.9,2009,7,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,876,1.0,2009-07-10,82.0,63.0,73.0,0.0,64.0,67.0,0.0,8.0,0425,1929,RA BR,0.0,0.08,29.34,30.06,4.4,21.0,4.9,2009,7,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
872,878,1.0,2009-07-11,85.0,63.0,74.0,1.0,59.0,65.0,0.0,9.0,0426,1928,TSRA BR HZ,0.0,0.25,29.34,30.04,4.8,31.0,7.0,2009,7,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
874,880,1.0,2009-07-12,82.0,58.0,70.0,-3.0,51.0,60.0,0.0,5.0,0427,1928, ,0.0,0.0,29.35,30.07,2.9,29.0,5.7,2009,7,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
